Entry name	Protein names	Status	Gene names  (primary )
MK01_RAT	Mitogen-activated protein kinase 1 (MAP kinase 1) (MAPK 1) (EC 2.7.11.24) (ERT1) (Extracellular signal-regulated kinase 2) (ERK-2) (MAP kinase isoform p42) (p42-MAPK) (Mitogen-activated protein kinase 2) (MAP kinase 2) (MAPK 2)	reviewed	Mapk1
MK13_MOUSE	Mitogen-activated protein kinase 13 (MAP kinase 13) (MAPK 13) (EC 2.7.11.24) (Mitogen-activated protein kinase p38 delta) (MAP kinase p38 delta) (Stress-activated protein kinase 4)	reviewed	Mapk13
MK13_PANTR	Mitogen-activated protein kinase 13 (MAP kinase 13) (MAPK 13) (EC 2.7.11.24) (Stress-activated protein kinase 4)	reviewed	MAPK13
MK01_HUMAN	Mitogen-activated protein kinase 1 (MAP kinase 1) (MAPK 1) (EC 2.7.11.24) (ERT1) (Extracellular signal-regulated kinase 2) (ERK-2) (MAP kinase isoform p42) (p42-MAPK) (Mitogen-activated protein kinase 2) (MAP kinase 2) (MAPK 2)	reviewed	MAPK1
OGT1_MOUSE	UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit (EC 2.4.1.255) (O-GlcNAc transferase subunit p110) (O-linked N-acetylglucosamine transferase 110 kDa subunit) (OGT)	reviewed	Ogt
OGT1_RABIT	UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit (EC 2.4.1.255) (O-GlcNAc transferase subunit p110) (O-linked N-acetylglucosamine transferase 110 kDa subunit) (OGT)	reviewed	OGT
PACN1_RAT	Protein kinase C and casein kinase substrate in neurons protein 1 (Dynamin proline-rich domain-interacting protein) (Dynamin PRD-interacting protein) (Synaptic, dynamin-associated protein I) (Syndapin-1) (Syndapin-I) (SdpI)	reviewed	Pacsin1
OGT1_PIG	UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit (EC 2.4.1.255) (O-GlcNAc transferase subunit p110) (O-linked N-acetylglucosamine transferase 110 kDa subunit) (OGT)	reviewed	OGT
PACN1_BOVIN	Protein kinase C and casein kinase substrate in neurons protein 1	reviewed	PACSIN1
OGT1_RAT	UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit (EC 2.4.1.255) (O-GlcNAc transferase subunit p110) (O-linked N-acetylglucosamine transferase 110 kDa subunit) (OGT)	reviewed	Ogt
PACN1_MOUSE	Protein kinase C and casein kinase substrate in neurons protein 1 (Syndapin-1)	reviewed	Pacsin1
PACN1_HUMAN	Protein kinase C and casein kinase substrate in neurons protein 1 (Syndapin-1)	reviewed	PACSIN1
PACN1_PONAB	Protein kinase C and casein kinase substrate in neurons protein 1	reviewed	Pacsin1
PHKG1_RABIT	Phosphorylase b kinase gamma catalytic chain, skeletal muscle/heart isoform (EC 2.7.11.19) (Phosphorylase kinase subunit gamma-1) (Serine/threonine-protein kinase PHKG1) (EC 2.7.11.1) (EC 2.7.11.26)	reviewed	PHKG1
PHKG1_HUMAN	Phosphorylase b kinase gamma catalytic chain, skeletal muscle/heart isoform (PHK-gamma-M) (EC 2.7.11.19) (Phosphorylase kinase subunit gamma-1) (Serine/threonine-protein kinase PHKG1) (EC 2.7.11.1) (EC 2.7.11.26)	reviewed	PHKG1
PHKG1_RAT	Phosphorylase b kinase gamma catalytic chain, skeletal muscle/heart isoform (EC 2.7.11.19) (Phosphorylase kinase subunit gamma-1) (Serine/threonine-protein kinase PHKG1) (EC 2.7.11.1) (EC 2.7.11.26)	reviewed	Phkg1
PKN1_MOUSE	Serine/threonine-protein kinase N1 (EC 2.7.11.13) (Protein kinase C-like 1) (Protein kinase C-like PKN) (Protein-kinase C-related kinase 1) (Serine-threonine protein kinase N)	reviewed	Pkn1
PHKG1_MOUSE	Phosphorylase b kinase gamma catalytic chain, skeletal muscle/heart isoform (EC 2.7.11.19) (Phosphorylase kinase subunit gamma-1) (Serine/threonine-protein kinase PHKG1) (EC 2.7.11.1) (EC 2.7.11.26)	reviewed	Phkg1
PKN1_BOVIN	Serine/threonine-protein kinase N1 (EC 2.7.11.13) (Protein kinase C-like 1) (Protein kinase C-like PKN) (Protein kinase PKN-alpha) (Protein-kinase C-related kinase 1) (Serine-threonine protein kinase N)	reviewed	PKN1
PKN1_HUMAN	Serine/threonine-protein kinase N1 (EC 2.7.11.13) (Protease-activated kinase 1) (PAK-1) (Protein kinase C-like 1) (Protein kinase C-like PKN) (Protein kinase PKN-alpha) (Protein-kinase C-related kinase 1) (Serine-threonine protein kinase N)	reviewed	PKN1
PKN1_RAT	Serine/threonine-protein kinase N1 (EC 2.7.11.13) (Protease-activated kinase 1) (PAK-1) (Protein kinase C-like 1) (Protein kinase C-like PKN) (Protein-kinase C-related kinase 1) (Serine-threonine protein kinase N)	reviewed	Pkn1
PPP5_HUMAN	Serine/threonine-protein phosphatase 5 (PP5) (EC 3.1.3.16) (Protein phosphatase T) (PP-T) (PPT)	reviewed	PPP5C
PRIO_HUMAN	Major prion protein (PrP) (ASCR) (PrP27-30) (PrP33-35C) (CD antigen CD230)	reviewed	PRNP
PPP5_RABIT	Serine/threonine-protein phosphatase 5 (PP5) (EC 3.1.3.16) (Protein phosphatase T) (PPT) (Fragment)	reviewed	PPP5C
PPP5_MOUSE	Serine/threonine-protein phosphatase 5 (PP5) (EC 3.1.3.16) (Protein phosphatase T) (PPT)	reviewed	Ppp5c
PPP5_RAT	Serine/threonine-protein phosphatase 5 (PP5) (EC 3.1.3.16) (Protein phosphatase T) (PPT)	reviewed	Ppp5c
PTBP1_HUMAN	Polypyrimidine tract-binding protein 1 (PTB) (57 kDa RNA-binding protein PPTB-1) (Heterogeneous nuclear ribonucleoprotein I) (hnRNP I)	reviewed	PTBP1
PTBP1_RAT	Polypyrimidine tract-binding protein 1 (PTB) (Heterogeneous nuclear ribonucleoprotein I) (hnRNP I) (Pyrimidine-binding protein) (PYBP)	reviewed	Ptbp1
PTBP1_MOUSE	Polypyrimidine tract-binding protein 1 (PTB) (Heterogeneous nuclear ribonucleoprotein I) (hnRNP I)	reviewed	Ptbp1
PTBP1_BOVIN	Polypyrimidine tract-binding protein 1 (PTB)	reviewed	PTBP1
PTBP1_PIG	Polypyrimidine tract-binding protein 1 (PTB) (Heterogeneous nuclear ribonucleoprotein I) (hnRNP I)	reviewed	PTBP1
RBMX_HUMAN	RNA-binding motif protein, X chromosome (Glycoprotein p43) (Heterogeneous nuclear ribonucleoprotein G) (hnRNP G) [Cleaved into: RNA-binding motif protein, X chromosome, N-terminally processed]	reviewed	RBMX
RBM4_HUMAN	RNA-binding protein 4 (Lark homolog) (hLark) (RNA-binding motif protein 4) (RNA-binding motif protein 4a)	reviewed	RBM4
RBMX_MACFA	RNA-binding motif protein, X chromosome (Heterogeneous nuclear ribonucleoprotein G) (hnRNP G) [Cleaved into: RNA-binding motif protein, X chromosome, N-terminally processed]	reviewed	RBMX
RBMX_RAT	RNA-binding motif protein, X chromosome (Heterogeneous nuclear ribonucleoprotein G) (hnRNP G) (RNA-binding motif protein, X chromosome retrogene) (RNA-binding motif protein, X chromosome retrogene-like) [Cleaved into: RNA-binding motif protein, X chromosome, N-terminally processed]	reviewed	Rbmx
RBM4_MACFA	RNA-binding protein 4 (RNA-binding motif protein 4)	reviewed	RBM4
RBM4_MOUSE	RNA-binding protein 4 (Lark homolog) (mLark) (RNA-binding motif protein 4) (RNA-binding motif protein 4a)	reviewed	Rbm4
RBM4_BOVIN	RNA-binding protein 4 (RNA-binding motif protein 4) (RNA-binding motif protein 4a)	reviewed	RBM4
RBMX_BOVIN	RNA-binding motif protein, X chromosome (Heterogeneous nuclear ribonucleoprotein G) (hnRNP G) [Cleaved into: RNA-binding motif protein, X chromosome, N-terminally processed]	reviewed	RBMX
RBMX_MOUSE	RNA-binding motif protein, X chromosome (Heterogeneous nuclear ribonucleoprotein G) (hnRNP G) [Cleaved into: RNA-binding motif protein, X chromosome, N-terminally processed]	reviewed	Rbmx
RBM4_RABIT	RNA-binding protein 4 (Lark homolog) (RNA-binding motif protein 4)	reviewed	RBM4
RBMX_PANTR	RNA-binding motif protein, X chromosome (Heterogeneous nuclear ribonucleoprotein G) (hnRNP G) [Cleaved into: RNA-binding motif protein, X chromosome, N-terminally processed]	reviewed	RBMX
SFSWA_RAT	Splicing factor, suppressor of white-apricot homolog (Splicing factor, arginine/serine-rich 8) (Suppressor of white apricot protein homolog)	reviewed	Sfswap
SGK1_RABIT	Serine/threonine-protein kinase Sgk1 (EC 2.7.11.1) (Serum/glucocorticoid-regulated kinase 1)	reviewed	SGK1
SGK1_BOVIN	Serine/threonine-protein kinase Sgk1 (EC 2.7.11.1) (Serum/glucocorticoid-regulated kinase 1)	reviewed	SGK1
SGK1_MACFA	Serine/threonine-protein kinase Sgk1 (EC 2.7.11.1) (Serum/glucocorticoid-regulated kinase 1)	reviewed	SGK1
SGK1_RAT	Serine/threonine-protein kinase Sgk1 (EC 2.7.11.1) (Serum/glucocorticoid-regulated kinase 1)	reviewed	Sgk1
SFSWA_MOUSE	Splicing factor, suppressor of white-apricot homolog (Splicing factor, arginine/serine-rich 8) (Suppressor of white apricot protein homolog)	reviewed	Sfswap
SFSWA_HUMAN	Splicing factor, suppressor of white-apricot homolog (Splicing factor, arginine/serine-rich 8) (Suppressor of white apricot protein homolog)	reviewed	SFSWAP
SGK1_MOUSE	Serine/threonine-protein kinase Sgk1 (EC 2.7.11.1) (Serum/glucocorticoid-regulated kinase 1)	reviewed	Sgk1
SPAG5_HUMAN	Sperm-associated antigen 5 (Astrin) (Deepest) (Mitotic spindle-associated protein p126) (MAP126)	reviewed	SPAG5
SRPK1_MOUSE	SRSF protein kinase 1 (EC 2.7.11.1) (SFRS protein kinase 1) (Serine/arginine-rich protein-specific kinase 1) (SR-protein-specific kinase 1)	reviewed	Srpk1
SRPK1_HUMAN	SRSF protein kinase 1 (EC 2.7.11.1) (SFRS protein kinase 1) (Serine/arginine-rich protein-specific kinase 1) (SR-protein-specific kinase 1)	reviewed	SRPK1
SRSF6_RAT	Serine/arginine-rich splicing factor 6 (Pre-mRNA-splicing factor SRP55) (Splicing factor, arginine/serine-rich 6)	reviewed	Srsf6
SRSF9_RAT	Serine/arginine-rich splicing factor 9 (Splicing factor, arginine/serine-rich 9)	reviewed	Srsf9
SRSF4_MOUSE	Serine/arginine-rich splicing factor 4 (Splicing factor, arginine/serine-rich 4)	reviewed	Srsf4
SRSF7_MOUSE	Serine/arginine-rich splicing factor 7 (Splicing factor, arginine/serine-rich 7)	reviewed	Srsf7
SRSF9_MOUSE	Serine/arginine-rich splicing factor 9 (Splicing factor, arginine/serine-rich 9)	reviewed	Srsf9
SQSTM_MOUSE	Sequestosome-1 (STONE14) (Ubiquitin-binding protein p62)	reviewed	Sqstm1
SRPK1_PONAB	SRSF protein kinase 1 (EC 2.7.11.1) (SFRS protein kinase 1) (Serine/arginine-rich protein-specific kinase 1) (SR-protein-specific kinase 1)	reviewed	SRPK1
SRSF4_HUMAN	Serine/arginine-rich splicing factor 4 (Pre-mRNA-splicing factor SRP75) (SRP001LB) (Splicing factor, arginine/serine-rich 4)	reviewed	SRSF4
SRSF7_BOVIN	Serine/arginine-rich splicing factor 7 (Splicing factor, arginine/serine-rich 7)	reviewed	SRSF7
SRSF7_HUMAN	Serine/arginine-rich splicing factor 7 (Splicing factor 9G8) (Splicing factor, arginine/serine-rich 7)	reviewed	SRSF7
SPAG5_MOUSE	Sperm-associated antigen 5 (Mastrin) (Mitotic spindle-associated protein p126) (MAP126)	reviewed	Spag5
SQSTM_PONAB	Sequestosome-1 (Ubiquitin-binding protein p62)	reviewed	SQSTM1
STH_GORGO	Saitohin	reviewed	STH
SRSF6_RABIT	Serine/arginine-rich splicing factor 6 (Pre-mRNA-splicing factor SRP55) (Splicing factor, arginine/serine-rich 6) (Fragment)	reviewed	SRSF6
SQSTM_RAT	Sequestosome-1 (Protein kinase C-zeta-interacting protein) (PKC-zeta-interacting protein) (Ubiquitin-binding protein p62)	reviewed	Sqstm1
SRSF6_BOVIN	Serine/arginine-rich splicing factor 6 (Splicing factor, arginine/serine-rich 6)	reviewed	SRSF6
SRSF6_MOUSE	Serine/arginine-rich splicing factor 6 (Pre-mRNA-splicing factor SRP55) (Splicing factor, arginine/serine-rich 6)	reviewed	Srsf6
SRSF6_HUMAN	Serine/arginine-rich splicing factor 6 (Pre-mRNA-splicing factor SRP55) (Splicing factor, arginine/serine-rich 6)	reviewed	SRSF6
SRSF9_HUMAN	Serine/arginine-rich splicing factor 9 (Pre-mRNA-splicing factor SRp30C) (Splicing factor, arginine/serine-rich 9)	reviewed	SRSF9
STOX1_HUMAN	Storkhead-box protein 1 (Winged-helix domain-containing protein)	reviewed	STOX1
STH_PANTR	Saitohin	reviewed	STH
STOX1_MOUSE	Storkhead-box protein 1	reviewed	Stox1
TAOK1_HUMAN	Serine/threonine-protein kinase TAO1 (EC 2.7.11.1) (Kinase from chicken homolog B) (hKFC-B) (MARK Kinase) (MARKK) (Prostate-derived sterile 20-like kinase 2) (PSK-2) (PSK2) (Prostate-derived STE20-like kinase 2) (Thousand and one amino acid protein kinase 1) (TAOK1) (hTAOK1)	reviewed	TAOK1
TAOK1_MOUSE	Serine/threonine-protein kinase TAO1 (EC 2.7.11.1) (Thousand and one amino acid protein 1)	reviewed	Taok1
TAU_PAPHA	Microtubule-associated protein tau (Neurofibrillary tangle protein) (Paired helical filament-tau) (PHF-tau)	reviewed	MAPT
TAU_CAPHI	Microtubule-associated protein tau (Neurofibrillary tangle protein) (Paired helical filament-tau) (PHF-tau)	reviewed	MAPT
TAOK1_RAT	Serine/threonine-protein kinase TAO1 (EC 2.7.11.1) (Thousand and one amino acid protein 1)	reviewed	Taok1
TAU_HYLLA	Microtubule-associated protein tau	reviewed	MAPT
TAU_PONPY	Microtubule-associated protein tau	reviewed	MAPT
TAU_SPECI	Microtubule-associated protein tau	reviewed	MAPT
TAU_GORGO	Microtubule-associated protein tau	reviewed	MAPT
TRA2B_RAT	Transformer-2 protein homolog beta (TRA-2 beta) (TRA2-beta) (RA301) (Splicing factor, arginine/serine-rich 10) (Transformer-2 protein homolog B)	reviewed	Tra2b
TRA2B_BOVIN	Transformer-2 protein homolog beta (TRA-2 beta) (TRA2-beta) (Splicing factor, arginine/serine-rich 10) (Transformer-2 protein homolog B)	reviewed	TRA2B
TRA2B_HUMAN	Transformer-2 protein homolog beta (TRA-2 beta) (TRA2-beta) (hTRA2-beta) (Splicing factor, arginine/serine-rich 10) (Transformer-2 protein homolog B)	reviewed	TRA2B
TRA2B_MOUSE	Transformer-2 protein homolog beta (TRA-2 beta) (TRA2-beta) (Silica-induced gene 41 protein) (SIG-41) (Splicing factor, arginine/serine-rich 10) (Transformer-2 protein homolog B)	reviewed	Tra2b
U2AF2_HUMAN	Splicing factor U2AF 65 kDa subunit (U2 auxiliary factor 65 kDa subunit) (hU2AF(65)) (hU2AF65) (U2 snRNP auxiliary factor large subunit)	reviewed	U2AF2
WWOX_HUMAN	WW domain-containing oxidoreductase (EC 1.1.1.-) (Fragile site FRA16D oxidoreductase) (Short chain dehydrogenase/reductase family 41C member 1)	reviewed	WWOX
WWOX_PONAB	WW domain-containing oxidoreductase (EC 1.1.1.-)	reviewed	WWOX
WWOX_MOUSE	WW domain-containing oxidoreductase (EC 1.1.1.-)	reviewed	Wwox
I3L2Z2_HUMAN	Microtubule-associated protein tau	unreviewed	MAPT
A0A0G2JPD5_HUMAN	Microtubule-associated protein	unreviewed	MAPT
A0A024RA17_HUMAN	Microtubule-associated protein	unreviewed	MAPT
A0A024R9Y1_HUMAN	Microtubule-associated protein	unreviewed	MAPT
A0A0G2JMX7_HUMAN	Microtubule-associated protein	unreviewed	MAPT
A0A024R9Y0_HUMAN	Microtubule-associated protein	unreviewed	MAPT
A0A024RA19_HUMAN	Microtubule-associated protein	unreviewed	MAPT
A0A0G2JQJ7_HUMAN	Microtubule-associated protein	unreviewed	MAPT
I3L170_HUMAN	Microtubule-associated protein	unreviewed	MAPT
A0A0G2JS76_HUMAN	Microtubule-associated protein	unreviewed	MAPT
T1SGS4_HUMAN	Mutant microtubule-associated protein tau (Fragment)	unreviewed	MAPT
A0A0B2V6H3_TOXCA	Microtubule-associated protein tau	unreviewed	Mapt
Q5YCV1_PANTR	Microtubule-associated protein (Fragment)	unreviewed	MAPT
H9FD19_MACMU	Microtubule-associated protein tau isoform 1 (Fragment)	unreviewed	MAPT
F6XTG8_MACMU	Microtubule-associated protein	unreviewed	MAPT
F6R387_MACMU	Microtubule-associated protein	unreviewed	MAPT
F7CG65_CALJA	Microtubule-associated protein	unreviewed	MAPT
F7E489_CALJA	Microtubule-associated protein (Fragment)	unreviewed	MAPT
Q6UIN5_MACMU	Microtubule-associated protein (Fragment)	unreviewed	MAPT
F6XLN8_MACMU	Microtubule-associated protein	unreviewed	MAPT
F6XLQ7_MACMU	Microtubule-associated protein tau	unreviewed	MAPT
F6XLT0_MACMU	Microtubule-associated protein	unreviewed	MAPT
F6UXY8_CALJA	Microtubule-associated protein	unreviewed	MAPT
F6UBM9_CALJA	Microtubule-associated protein	unreviewed	MAPT
F6UBZ0_CALJA	Microtubule-associated protein	unreviewed	MAPT
F6XLP7_MACMU	Microtubule-associated protein	unreviewed	MAPT
F6UY39_CALJA	Microtubule-associated protein (Fragment)	unreviewed	MAPT
F6UXK3_CALJA	Microtubule-associated protein	unreviewed	MAPT
F6WNR5_CALJA	Microtubule-associated protein (Fragment)	unreviewed	MAPT
M3Y9Q3_MUSPF	Microtubule-associated protein	unreviewed	MAPT
G3N2J1_BOVIN	Microtubule-associated protein	unreviewed	MAPT
F7DLY4_ORNAN	Microtubule-associated protein	unreviewed	MAPT
W5PNU3_SHEEP	Microtubule-associated protein	unreviewed	MAPT
H0WKW1_OTOGA	Microtubule-associated protein	unreviewed	MAPT
H2NTQ0_PONAB	Microtubule-associated protein	unreviewed	MAPT
Q6UIN6_PANTR	Microtubule-associated protein (Fragment)	unreviewed	MAPT
H2NTQ1_PONAB	Microtubule-associated protein	unreviewed	MAPT
Q5S6V1_PONPY	Putative saitohin	unreviewed	STH
M3W6D2_FELCA	Microtubule-associated protein	unreviewed	MAPT
F7BCC0_MONDO	Microtubule-associated protein (Fragment)	unreviewed	MAPT
A0A096P681_PAPAN	Microtubule-associated protein	unreviewed	MAPT
G3WX26_SARHA	Microtubule-associated protein	unreviewed	MAPT
G3WX28_SARHA	Microtubule-associated protein	unreviewed	MAPT
G3WX27_SARHA	Microtubule-associated protein	unreviewed	MAPT
Q5YCV2_CHLAE	Microtubule-associated protein (Fragment)	unreviewed	MAPT
Q5YCV4_CHLAE	Microtubule-associated protein tau (Fragment)	unreviewed	MAPT
F6Z2V7_HORSE	Microtubule-associated protein	unreviewed	MAPT
F6WJP3_HORSE	Microtubule-associated protein	unreviewed	MAPT
F6Y4B0_HORSE	Microtubule-associated protein	unreviewed	MAPT
F6YXB2_HORSE	Microtubule-associated protein	unreviewed	MAPT
Q5YCV3_CHLAE	Microtubule-associated protein tau (Fragment)	unreviewed	MAPT
G3SS28_LOXAF	Microtubule-associated protein	unreviewed	MAPT
A0A0D9QUV4_CHLSB	Microtubule-associated protein	unreviewed	MAPT
F1RRS8_PIG	Microtubule-associated protein	unreviewed	MAPT
M9TFN3_PIG	Microtubule-associated protein	unreviewed	MAPT
M9TJ96_PIG	Microtubule-associated protein	unreviewed	MAPT
M9TFA3_PIG	Microtubule-associated protein	unreviewed	MAPT
M9TDD4_PIG	Microtubule-associated protein	unreviewed	MAPT
G1QXZ9_NOMLE	Uncharacterized protein	unreviewed	MAPT
F6Y724_CANLF	Microtubule-associated protein	unreviewed	MAPT
E2R3H9_CANLF	Microtubule-associated protein	unreviewed	MAPT
G3RNL9_GORGO	Microtubule-associated protein	unreviewed	MAPT
G3S7P5_GORGO	Microtubule-associated protein	unreviewed	MAPT
G3QRY9_GORGO	Microtubule-associated protein	unreviewed	MAPT
G3S4G3_GORGO	Microtubule-associated protein	unreviewed	MAPT
G3RSK7_GORGO	Microtubule-associated protein	unreviewed	MAPT
G3RMH3_GORGO	Microtubule-associated protein	unreviewed	MAPT
G1M7S8_AILME	Microtubule-associated protein	unreviewed	MAPT
Q5YCV6_MACFA	Microtubule-associated protein tau (Fragment)	unreviewed	MAPT
Q5YCV5_MACFA	Microtubule-associated protein (Fragment)	unreviewed	MAPT
Q5YCV7_MACFA	Microtubule-associated protein tau (Fragment)	unreviewed	MAPT
G1P3J3_MYOLU	Microtubule-associated protein	unreviewed	MAPT
Q5YCV8_MACFA	Microtubule-associated protein tau (Fragment)	unreviewed	MAPT
G1Q5P4_MYOLU	Microtubule-associated protein (Fragment)	unreviewed	MAPT
G1QBL2_MYOLU	Microtubule-associated protein (Fragment)	unreviewed	MAPT
G1QCF4_MYOLU	Microtubule-associated protein (Fragment)	unreviewed	MAPT
Q5YCU6_HYLLA	Saitohin	unreviewed	STH
G1T176_RABIT	Microtubule-associated protein	unreviewed	MAPT
Q547J4_MOUSE	Microtubule-associated protein	unreviewed	Mapt
Q76M61_MOUSE	Microtubule-associated protein (Fragment)	unreviewed	tau
D3ZKD9_RAT	Microtubule-associated protein	unreviewed	Mapt
A0JN25_RAT	Microtubule-associated protein	unreviewed	Mapt
D4A1Q2_RAT	Microtubule-associated protein	unreviewed	Mapt
C4NTT5_UROPR	Microtubule-associated protein	unreviewed	MAPT
Q3S2J1_RAT	Microtubule-associated protein TAU (Fragment)	unreviewed	Mapt
F1LST4_RAT	Microtubule-associated protein	unreviewed	Mapt
E0V8C4_MICOH	Microtubule-associated protein	unreviewed	MAPT
H0VMS7_CAVPO	Microtubule-associated protein	unreviewed	MAPT
I3N7F3_ICTTR	Microtubule-associated protein	unreviewed	MAPT
I3N2F8_ICTTR	Microtubule-associated protein	unreviewed	MAPT
Q8C5K4_MOUSE	Microtubule-associated protein	unreviewed	Mapt
B1AQW6_MOUSE	Microtubule-associated protein tau (Fragment)	unreviewed	Mapt
B1AQW2_MOUSE	Microtubule-associated protein	unreviewed	Mapt
B1AQW4_MOUSE	Microtubule-associated protein tau (Fragment)	unreviewed	Mapt
A2A5Y6_MOUSE	Microtubule-associated protein	unreviewed	Mapt
B1AQW5_MOUSE	Microtubule-associated protein tau (Fragment)	unreviewed	Mapt
Q3UH19_MOUSE	Microtubule-associated protein	unreviewed	Mapt
A6NAR8_MOUSE	Alpha1-takusan	unreviewed	
A0A0A0MQC7_MOUSE	Microtubule-associated protein	unreviewed	Mapt
Q0P4W8_XENTR	Microtubule-associated protein	unreviewed	mapt
Q6AX34_XENLA	Microtubule-associated protein	unreviewed	xtp
B0LVG0_CHICK	Microtubule-associated protein	unreviewed	MAPT
H0YUJ8_TAEGU	Microtubule-associated protein (Fragment)	unreviewed	MAPT
H3B3D5_LATCH	Microtubule-associated protein	unreviewed	MAPT
H3B3D6_LATCH	Microtubule-associated protein	unreviewed	MAPT
F6QX04_XENTR	Microtubule-associated protein	unreviewed	mapt
V8PH12_OPHHA	Microtubule-associated protein (Fragment)	unreviewed	MAPT
U3JQD1_FICAL	Microtubule-associated protein	unreviewed	MAPT
B0LVF9_CHICK	Microtubule-associated protein	unreviewed	MAPT
G1KTS4_ANOCA	Microtubule-associated protein	unreviewed	MAPT
U3IKL9_ANAPL	Microtubule-associated protein	unreviewed	MAPT
K7FNJ0_PELSI	Microtubule-associated protein	unreviewed	MAPT
W5ULM1_ICTPU	Microtubule-associated protein	unreviewed	MAPT
A0A151PBZ1_ALLMI	Microtubule-associated protein	unreviewed	MAPT-1
A0A151PCA1_ALLMI	Microtubule-associated protein	unreviewed	MAPT-1
A0A151PBS1_ALLMI	Microtubule-associated protein	unreviewed	MAPT-1
A0A151PCQ7_ALLMI	Microtubule-associated protein	unreviewed	MAPT-1
A0A151PBR6_ALLMI	Microtubule-associated protein	unreviewed	MAPT-1
A0A0B5HJS0_XENLA	Microtubule-associated protein	unreviewed	mapt
A0A0B5HAV7_XENLA	Microtubule-associated protein	unreviewed	mapt
A0A0B5HH19_XENLA	Microtubule-associated protein	unreviewed	mapt
Q8JIW8_XENLA	Microtubule-associated protein	unreviewed	mapt
G1MSJ9_MELGA	Microtubule-associated protein	unreviewed	MAPT
