Entry	Entry name	Protein names	Status	Gene names  (primary )
Q5I0H3	SUMO1_RAT	Small ubiquitin-related modifier 1 (SUMO-1)	reviewed	Sumo1
Q9BT88	SYT11_HUMAN	Synaptotagmin-11 (Synaptotagmin XI) (SytXI)	reviewed	SYT11
O08835	SYT11_RAT	Synaptotagmin-11 (Synaptotagmin XI) (SytXI)	reviewed	Syt11
Q9R0N3	SYT11_MOUSE	Synaptotagmin-11 (Synaptotagmin XI) (SytXI)	reviewed	Syt11
Q80VL1	TDRKH_MOUSE	Tudor and KH domain-containing protein (Tudor domain-containing protein 2)	reviewed	Tdrkh
Q9Y2W6	TDRKH_HUMAN	Tudor and KH domain-containing protein (Tudor domain-containing protein 2)	reviewed	TDRKH
Q5RA31	TOM20_PONAB	Mitochondrial import receptor subunit TOM20 homolog (Mitochondrial 20 kDa outer membrane protein) (Outer mitochondrial membrane receptor Tom20)	reviewed	TOMM20
Q9D173	TOM7_MOUSE	Mitochondrial import receptor subunit TOM7 homolog (Translocase of outer membrane 7 kDa subunit homolog)	reviewed	Tomm7
A6H7B1	TOM20_BOVIN	Mitochondrial import receptor subunit TOM20 homolog (Mitochondrial 20 kDa outer membrane protein) (Outer mitochondrial membrane receptor Tom20)	reviewed	TOMM20
Q62760	TOM20_RAT	Mitochondrial import receptor subunit TOM20 homolog (Mitochondrial 20 kDa outer membrane protein) (Outer mitochondrial membrane receptor Tom20)	reviewed	Tomm20
Q15388	TOM20_HUMAN	Mitochondrial import receptor subunit TOM20 homolog (Mitochondrial 20 kDa outer membrane protein) (Outer mitochondrial membrane receptor Tom20)	reviewed	TOMM20
A1XQS2	TOM7_PIG	Mitochondrial import receptor subunit TOM7 homolog (Translocase of outer membrane 7 kDa subunit homolog)	reviewed	TOMM7
Q9DCC8	TOM20_MOUSE	Mitochondrial import receptor subunit TOM20 homolog (Mitochondrial 20 kDa outer membrane protein) (Outer mitochondrial membrane receptor Tom20)	reviewed	Tomm20
Q2KI08	TOM7_BOVIN	Mitochondrial import receptor subunit TOM7 homolog (Translocase of outer membrane 7 kDa subunit homolog)	reviewed	TOMM7
Q9P0U1	TOM7_HUMAN	Mitochondrial import receptor subunit TOM7 homolog (Translocase of outer membrane 7 kDa subunit homolog)	reviewed	TOMM7
Q3MHP1	UB2L3_BOVIN	Ubiquitin-conjugating enzyme E2 L3 (EC 2.3.2.23) (E2 ubiquitin-conjugating enzyme L3) (Ubiquitin carrier protein L3) (Ubiquitin-protein ligase L3)	reviewed	UBE2L3
P68036	UB2L3_HUMAN	Ubiquitin-conjugating enzyme E2 L3 (EC 2.3.2.23) (E2 ubiquitin-conjugating enzyme L3) (L-UBC) (UbcH7) (Ubiquitin carrier protein L3) (Ubiquitin-conjugating enzyme E2-F1) (Ubiquitin-protein ligase L3)	reviewed	UBE2L3
P61077	UB2D3_HUMAN	Ubiquitin-conjugating enzyme E2 D3 (EC 2.3.2.23) ((E3-independent) E2 ubiquitin-conjugating enzyme D3) (EC 2.3.2.24) (E2 ubiquitin-conjugating enzyme D3) (Ubiquitin carrier protein D3) (Ubiquitin-conjugating enzyme E2(17)KB 3) (Ubiquitin-conjugating enzyme E2-17 kDa 3) (Ubiquitin-protein ligase D3)	reviewed	UBE2D3
Q5R5I4	UB2L3_PONAB	Ubiquitin-conjugating enzyme E2 L3 (EC 2.3.2.23) (E2 ubiquitin-conjugating enzyme L3) (Ubiquitin carrier protein L3) (Ubiquitin-protein ligase L3)	reviewed	UBE2L3
P0CG66	UBC_GORGO	Polyubiquitin-C [Cleaved into: Ubiquitin]	reviewed	UBC
P0CG50	UBC_MOUSE	Polyubiquitin-C [Cleaved into: Ubiquitin; Ubiquitin-related 1; Ubiquitin-related 2]	reviewed	Ubc
P0CG53	UBB_BOVIN	Polyubiquitin-B [Cleaved into: Ubiquitin]	reviewed	UBB
Q8MKD1	UBB_HORSE	Polyubiquitin-B [Cleaved into: Ubiquitin; Ubiquitin-related]	reviewed	UBB
P0CG60	UBB_PONPY	Polyubiquitin-B [Cleaved into: Ubiquitin]	reviewed	UBB
P0CG55	UBB_SHEEP	Polyubiquitin-B [Cleaved into: Ubiquitin-related; Ubiquitin]	reviewed	UBB
P0CG47	UBB_HUMAN	Polyubiquitin-B [Cleaved into: Ubiquitin]	reviewed	UBB
P0CG49	UBB_MOUSE	Polyubiquitin-B [Cleaved into: Ubiquitin]	reviewed	Ubb
P0CH28	UBC_BOVIN	Polyubiquitin-C [Cleaved into: Ubiquitin-related; Ubiquitin]	reviewed	UBC
P0CG68	UBC_PIG	Polyubiquitin-C [Cleaved into: Ubiquitin-related; Ubiquitin]	reviewed	UBC
P0CG48	UBC_HUMAN	Polyubiquitin-C [Cleaved into: Ubiquitin]	reviewed	UBC
P0CG54	UBB_CAVPO	Polyubiquitin-B [Cleaved into: Ubiquitin]	reviewed	UBB
P0CG51	UBB_RAT	Polyubiquitin-B [Cleaved into: Ubiquitin]	reviewed	Ubb
P0CG61	UBC_PONPY	Polyubiquitin-C [Cleaved into: Ubiquitin]	reviewed	UBC
Q70CQ3	UBP30_HUMAN	Ubiquitin carboxyl-terminal hydrolase 30 (EC 3.4.19.12) (Deubiquitinating enzyme 30) (Ubiquitin thioesterase 30) (Ubiquitin-specific-processing protease 30) (Ub-specific protease 30)	reviewed	USP30
P68037	UB2L3_MOUSE	Ubiquitin-conjugating enzyme E2 L3 (EC 2.3.2.23) (E2 ubiquitin-conjugating enzyme L3) (UbcM4) (Ubiquitin carrier protein L3) (Ubiquitin-protein ligase L3)	reviewed	Ube2l3
P0CG67	UBB_GORGO	Polyubiquitin-B [Cleaved into: Ubiquitin]	reviewed	UBB
P0CG65	UBB_PANTR	Polyubiquitin-B [Cleaved into: Ubiquitin]	reviewed	UBB
P0CG64	UBC_PANTR	Polyubiquitin-C [Cleaved into: Ubiquitin]	reviewed	UBC
Q63429	UBC_RAT	Polyubiquitin-C [Cleaved into: Ubiquitin; Ubiquitin-related]	reviewed	Ubc
Q3UN04	UBP30_MOUSE	Ubiquitin carboxyl-terminal hydrolase 30 (EC 3.4.19.12) (Deubiquitinating enzyme 30) (Ubiquitin thioesterase 30) (Ubiquitin-specific-processing protease 30) (Ub-specific protease 30)	reviewed	Usp30
A4QNN3	UBP30_XENTR	Ubiquitin carboxyl-terminal hydrolase 30 (EC 3.4.19.12) (Deubiquitinating enzyme 30) (Ubiquitin thioesterase 30) (Ubiquitin-specific-processing protease 30) (Ub-specific protease 30)	reviewed	usp30
A2BGT0	UBP30_DANRE	Ubiquitin carboxyl-terminal hydrolase 30 (EC 3.4.19.12) (Deubiquitinating enzyme 30) (Ubiquitin thioesterase 30) (Ubiquitin-specific-processing protease 30) (Ub-specific protease 30)	reviewed	usp30
D3ZPG5	UBP30_RAT	Ubiquitin carboxyl-terminal hydrolase 30 (EC 3.4.19.12) (Deubiquitinating enzyme 30) (Ubiquitin thioesterase 30) (Ubiquitin-specific-processing protease 30) (Ub-specific protease 30)	reviewed	Usp30
Q9MZ16	VDAC1_PIG	Voltage-dependent anion-selective channel protein 1 (VDAC-1)	reviewed	VDAC1
P68002	VDAC2_BOVIN	Voltage-dependent anion-selective channel protein 2 (VDAC-2) (Outer mitochondrial membrane protein porin 2)	reviewed	VDAC2
Q60930	VDAC2_MOUSE	Voltage-dependent anion-selective channel protein 2 (VDAC-2) (mVDAC2) (Outer mitochondrial membrane protein porin 2) (Voltage-dependent anion-selective channel protein 6) (VDAC-6) (mVDAC6)	reviewed	Vdac2
Q5R7V4	VDAC3_PONAB	Voltage-dependent anion-selective channel protein 3 (VDAC-3)	reviewed	VDAC3
Q9R1Z0	VDAC3_RAT	Voltage-dependent anion-selective channel protein 3 (VDAC-3) (rVDAC3) (Outer mitochondrial membrane protein porin 3)	reviewed	Vdac3
Q9Z2L0	VDAC1_RAT	Voltage-dependent anion-selective channel protein 1 (VDAC-1) (rVDAC1) (Outer mitochondrial membrane protein porin 1)	reviewed	Vdac1
P45880	VDAC2_HUMAN	Voltage-dependent anion-selective channel protein 2 (VDAC-2) (hVDAC2) (Outer mitochondrial membrane protein porin 2)	reviewed	VDAC2
Q9MZ13	VDAC3_BOVIN	Voltage-dependent anion-selective channel protein 3 (VDAC-3) (Outer mitochondrial membrane protein porin 3)	reviewed	VDAC3
Q60931	VDAC3_MOUSE	Voltage-dependent anion-selective channel protein 3 (VDAC-3) (mVDAC3) (Outer mitochondrial membrane protein porin 3)	reviewed	Vdac3
Q9MZ15	VDAC2_PIG	Voltage-dependent anion-selective channel protein 2 (VDAC-2)	reviewed	VDAC2
Q9Y277	VDAC3_HUMAN	Voltage-dependent anion-selective channel protein 3 (VDAC-3) (hVDAC3) (Outer mitochondrial membrane protein porin 3)	reviewed	VDAC3
Q9TT15	VDAC1_RABIT	Voltage-dependent anion-selective channel protein 1 (VDAC-1) (Outer mitochondrial membrane protein porin 1)	reviewed	VDAC1
Q29380	VDAC3_PIG	Voltage-dependent anion-selective channel protein 3 (VDAC-3) (Outer mitochondrial membrane protein porin 3)	reviewed	VDAC3
Q9TT13	VDAC3_RABIT	Voltage-dependent anion-selective channel protein 3 (VDAC-3) (Outer mitochondrial membrane protein porin 3)	reviewed	VDAC3
P45879	VDAC1_BOVIN	Voltage-dependent anion-selective channel protein 1 (VDAC-1) (Brain-derived voltage-dependent anion channel 1) (BR1-VDAC) (Plasmalemmal porin)	reviewed	VDAC1
P21796	VDAC1_HUMAN	Voltage-dependent anion-selective channel protein 1 (VDAC-1) (hVDAC1) (Outer mitochondrial membrane protein porin 1) (Plasmalemmal porin) (Porin 31HL) (Porin 31HM)	reviewed	VDAC1
P86223	VDAC2_MESAU	Voltage-dependent anion-selective channel protein 2 (VDAC-2) (Outer mitochondrial membrane protein porin 2) (Fragments)	reviewed	VDAC2
P68003	VDAC2_RABIT	Voltage-dependent anion-selective channel protein 2 (VDAC-2) (Outer mitochondrial membrane protein porin 2)	reviewed	VDAC2
Q60932	VDAC1_MOUSE	Voltage-dependent anion-selective channel protein 1 (VDAC-1) (mVDAC1) (Outer mitochondrial membrane protein porin 1) (Plasmalemmal porin) (Voltage-dependent anion-selective channel protein 5) (VDAC-5) (mVDAC5)	reviewed	Vdac1
P81155	VDAC2_RAT	Voltage-dependent anion-selective channel protein 2 (VDAC-2) (B36-VDAC) (Outer mitochondrial membrane protein porin 2)	reviewed	Vdac2
Q3U133	ZN746_MOUSE	Zinc finger protein 746	reviewed	Znf746
Q3B7M4	ZN746_BOVIN	Zinc finger protein 746	reviewed	ZNF746
Q6NUN9	ZN746_HUMAN	Zinc finger protein 746 (Parkin-interacting substrate) (PARIS)	reviewed	ZNF746
Q5XNR7	Q5XNR7_HUMAN	Parkin (Fragment)	unreviewed	PARK2
B1AKC3	B1AKC3_HUMAN	E3 ubiquitin-protein ligase parkin (Parkinson protein 2 E3 ubiquitin protein ligase isoform 2)	unreviewed	PARK2
D3JZW5	D3JZW5_HUMAN	Truncated parkin variant SV4,8DEL (EC 6.3.2.19) (Truncated parkin variant SV4DEL)	unreviewed	PARK2
H0UI29	H0UI29_HUMAN	PARK2 co-regulated, isoform CRA_a	unreviewed	PACRG
A0A0S2Z446	A0A0S2Z446_HUMAN	Parkinson disease (Autosomal recessive, juvenile) 2, parkin, isoform CRA_b (Parkinson protein 2 E3 ubiquitin protein ligase isoform 1) (Fragment)	unreviewed	PARK2
A0A087X1E2	A0A087X1E2_HUMAN	E3 ubiquitin-protein ligase parkin	unreviewed	PARK2
M4T4F2	M4T4F2_HUMAN	PARK2 splice variant	unreviewed	PARK2
A0A087WU39	A0A087WU39_HUMAN	E3 ubiquitin-protein ligase parkin	unreviewed	PARK2
D3K2X1	D3K2X1_HUMAN	Truncated parkin variant SV3,8,9DEL (EC 6.3.2.19)	unreviewed	PARK2
S4X465	S4X465_HUMAN	E3 ubiquitin-protein ligase parkin isoform	unreviewed	PARK2
X5DNX0	X5DNX0_HUMAN	Parkinson protein 2 isoform A (Fragment)	unreviewed	PARK2
Q5XNR8	Q5XNR8_HUMAN	Parkin (Fragment)	unreviewed	PARK2
Q6Q2I7	Q6Q2I7_HUMAN	Parkin (Fragment)	unreviewed	PARK2
M4T2U2	M4T2U2_HUMAN	PARK2 splice variant	unreviewed	PARK2
Q6Q2I8	Q6Q2I8_HUMAN	Parkin (Fragment)	unreviewed	PARK2
X5DR79	X5DR79_HUMAN	Parkinson protein 2 isoform A (Fragment)	unreviewed	PARK2
A0A087WX46	A0A087WX46_HUMAN	E3 ubiquitin-protein ligase parkin	unreviewed	PARK2
D3K2X2	D3K2X2_HUMAN	Truncated parkin variant SV1bINS (EC 6.3.2.19)	unreviewed	PARK2
A0A087X0Z9	A0A087X0Z9_HUMAN	E3 ubiquitin-protein ligase parkin	unreviewed	PARK2
Q6S8G7	Q6S8G7_HUMAN	Parkin (Fragment)	unreviewed	PARK2
A0A0S2Z447	A0A0S2Z447_HUMAN	Parkinson protein 2 E3 ubiquitin protein ligase isoform 3 (Fragment)	unreviewed	PARK2
A0A0A9XSY6	A0A0A9XSY6_LYGHE	E3 ubiquitin-protein ligase parkin (EC 6.3.2.-)	unreviewed	Park2_1
A0A146LNZ3	A0A146LNZ3_LYGHE	E3 ubiquitin-protein ligase parkin (EC 6.3.2.-)	unreviewed	Park2_1
A0A0K8U0H6	A0A0K8U0H6_BACLA	E3 ubiquitin-protein ligase parkin	unreviewed	Park2_3
A0A0B2UTN0	A0A0B2UTN0_TOXCA	E3 ubiquitin-protein ligase parkin	unreviewed	Park2
A0A0L0D9D8	A0A0L0D9D8_THETB	Park2 co-regulated	unreviewed	
A0A0C9RZN4	A0A0C9RZN4_9HYME	Park2 protein	unreviewed	Park2
T2MIZ5	T2MIZ5_HYDVU	E3 ubiquitin-protein ligase parkin	unreviewed	PARK2
W4YQE2	W4YQE2_STRPU	E3 ubiquitin-protein ligase parkin (EC 6.3.2.-)	unreviewed	Sp-Park2
A0A146KPN6	A0A146KPN6_LYGHE	E3 ubiquitin-protein ligase parkin (Fragment)	unreviewed	Park2_4
A0A0K8V0M5	A0A0K8V0M5_BACLA	E3 ubiquitin-protein ligase parkin (EC 6.3.2.-)	unreviewed	Park2_0
A0A0K8VI17	A0A0K8VI17_BACLA	E3 ubiquitin-protein ligase parkin	unreviewed	Park2_1
U3FQA1	U3FQA1_CALJA	E3 ubiquitin-protein ligase parkin (EC 6.3.2.-)	unreviewed	PARK2
H2QZQ0	H2QZQ0_PANTR	PARK2 co-regulated-like (Uncharacterized protein)	unreviewed	PACRGL
Q32P77	Q32P77_BOVIN	PARK2 co-regulated (Uncharacterized protein)	unreviewed	PACRG
B8YP93	B8YP93_BOVIN	Truncated parkin variant SV6DEL (EC 6.3.2.19) (Uncharacterized protein)	unreviewed	PARK2
H9FG96	H9FG96_MACMU	E3 ubiquitin-protein ligase parkin isoform 1 (Fragment)	unreviewed	PARK2
H9F3T2	H9F3T2_MACMU	E3 ubiquitin-protein ligase parkin isoform 2 (Fragment)	unreviewed	PARK2
F6U1M2	F6U1M2_MACMU	Uncharacterized protein	unreviewed	PARK2
H9EYJ1	H9EYJ1_MACMU	E3 ubiquitin-protein ligase parkin isoform 2 (Fragment)	unreviewed	PARK2
H9FL69	H9FL69_MACMU	E3 ubiquitin-protein ligase parkin isoform 2 (Fragment)	unreviewed	PARK2
G9KEZ1	G9KEZ1_MUSPF	PARK2 co-regulated-like protein (Fragment)	unreviewed	
G3N0R1	G3N0R1_BOVIN	E3 ubiquitin-protein ligase parkin (EC 6.3.2.-)	unreviewed	PARK2
G3N0P4	G3N0P4_BOVIN	Uncharacterized protein	unreviewed	PARK2
D2Y183	D2Y183_BOVIN	Truncated parkin variant SV3bINS (EC 6.3.2.19)	unreviewed	PARK2
D2Y182	D2Y182_BOVIN	Truncated parkin variant SV8DEL (EC 6.3.2.19)	unreviewed	PARK2
G3MYG1	G3MYG1_BOVIN	Uncharacterized protein	unreviewed	PARK2
D3JW61	D3JW61_BOVIN	Parkin variant SV9bINS (EC 6.3.2.19)	unreviewed	PARK2
G3N0A5	G3N0A5_BOVIN	Uncharacterized protein	unreviewed	PARK2
D2Y181	D2Y181_BOVIN	Truncated parkin variant SV7DEL (EC 6.3.2.19)	unreviewed	PARK2
F1MIV9	F1MIV9_BOVIN	Uncharacterized protein	unreviewed	PARK2
D3JW60	D3JW60_BOVIN	Truncated parkin variant SV7bINS (EC 6.3.2.19)	unreviewed	PARK2
F6TQI5	F6TQI5_ORNAN	Uncharacterized protein	unreviewed	PARK2
W5P3W8	W5P3W8_SHEEP	Uncharacterized protein	unreviewed	PARK2
F6SBC0	F6SBC0_HORSE	Uncharacterized protein	unreviewed	PARK2
F6SY58	F6SY58_HORSE	Uncharacterized protein	unreviewed	PARK2
G3SS82	G3SS82_LOXAF	Uncharacterized protein (Fragment)	unreviewed	PARK2
A0A0D9RIL3	A0A0D9RIL3_CHLSB	Uncharacterized protein	unreviewed	PARK2
Q2L7G1	Q2L7G1_PIG	Parkin (Fragment)	unreviewed	PARK2
Q1WDP3	Q1WDP3_PIG	E3 ubiquitin-protein ligase parkin (EC 6.3.2.-)	unreviewed	PARK2
Q2L7G2	Q2L7G2_PIG	Parkin (Fragment)	unreviewed	PARK2
Q2L7G3	Q2L7G3_PIG	Parkin (Fragment)	unreviewed	PARK2
Q19K47	Q19K47_PIG	Parkin splice variant	unreviewed	PARK2
Q2I0E9	Q2I0E9_PIG	Parkin (Fragment)	unreviewed	PARK2
B9VH11	B9VH11_MACFA	E3 ubiquitin-protein ligase parkin (EC 6.3.2.-)	unreviewed	PARK2
B8YGJ6	B8YGJ6_MACFA	E3 ubiquitin-protein ligase parkin (EC 6.3.2.-)	unreviewed	PARK2
G1PXZ4	G1PXZ4_MYOLU	Uncharacterized protein	unreviewed	PARK2
Q0VB91	Q0VB91_MOUSE	PARK2 co-regulated (Park2 co-regulated, isoform CRA_a) (Parkin coregulated gene protein homolog)	unreviewed	Pacrg
S4X294	S4X294_RAT	E3 ubiquitin-protein ligase parkin isoform	unreviewed	Park2
S4X690	S4X690_RAT	E3 ubiquitin-protein ligase parkin isoform	unreviewed	Park2
Q8VHY5	Q8VHY5_RAT	E3 ubiquitin-protein ligase parkin isoform (Parkin transcript variant 7)	unreviewed	Park2
D3JW63	D3JW63_RAT	E3 ubiquitin-protein ligase parkin (EC 6.3.2.-)	unreviewed	Park2
S4X0T3	S4X0T3_RAT	E3 ubiquitin-protein ligase parkin isoform	unreviewed	Park2
S4X0T1	S4X0T1_RAT	E3 ubiquitin-protein ligase parkin (EC 6.3.2.-)	unreviewed	Park2
A0JPP9	A0JPP9_RAT	Park2 co-regulated	unreviewed	Pacrg
D3JVU6	D3JVU6_RAT	Parkin variant SV4bINS (EC 6.3.2.19)	unreviewed	Park2
S4X470	S4X470_RAT	E3 ubiquitin-protein ligase parkin isoform	unreviewed	Park2
D3JW62	D3JW62_RAT	Parkin variant SV5DEL (EC 6.3.2.19)	unreviewed	Park2
D3JZW3	D3JZW3_RAT	Truncated parkin variant SV4cINS (EC 6.3.2.19)	unreviewed	Park2
D3JZW4	D3JZW4_RAT	Truncated parkin variant SV6bINS (EC 6.3.2.19)	unreviewed	Park2
D3JVU5	D3JVU5_RAT	Truncated parkin variant SV2bINS (EC 6.3.2.19)	unreviewed	Park2
A0A0P6JWS9	A0A0P6JWS9_HETGA	E3 ubiquitin-protein ligase parkin (EC 6.3.2.-)	unreviewed	PARK2
B8YP88	B8YP88_MOUSE	Truncated parkin variant SV3-6DEL (EC 6.3.2.19)	unreviewed	Park2
D3JSV6	D3JSV6_MOUSE	Truncated parkin variant SV3-7DEL (EC 6.3.2.19)	unreviewed	Park2
A0A087WQJ2	A0A087WQJ2_MOUSE	E3 ubiquitin-protein ligase parkin (Fragment)	unreviewed	Park2
B8YP90	B8YP90_MOUSE	Truncated parkin variant SV6DEL (EC 6.3.2.19)	unreviewed	Park2
J3QMF8	J3QMF8_MOUSE	E3 ubiquitin-protein ligase parkin	unreviewed	Park2
F6TNF2	F6TNF2_MOUSE	E3 ubiquitin-protein ligase parkin	unreviewed	Park2
Q3UVA0	Q3UVA0_MOUSE	Putative uncharacterized protein (Fragment)	unreviewed	Park2
B8YP89	B8YP89_MOUSE	Truncated parkin variant SV3DEL (EC 6.3.2.19)	unreviewed	Park2
Q561U2	Q561U2_DANRE	E3 ubiquitin-protein ligase parkin (EC 6.3.2.-)	unreviewed	park2
V9LE88	V9LE88_CALMI	Park2 co-regulated (Fragment)	unreviewed	
V9KXI3	V9KXI3_CALMI	Park2 co-regulated	unreviewed	
V8P2J5	V8P2J5_OPHHA	E3 ubiquitin-protein ligase parkin (Fragment)	unreviewed	Park2
I3JJF6	I3JJF6_ORENI	E3 ubiquitin-protein ligase parkin (EC 6.3.2.-)	unreviewed	park2
A0A0H2UKX4	A0A0H2UKX4_DANRE	E3 ubiquitin-protein ligase parkin (EC 6.3.2.-)	unreviewed	park2
F1Q9C4	F1Q9C4_DANRE	Uncharacterized protein (Fragment)	unreviewed	park2
A5WUG4	A5WUG4_DANRE	Uncharacterized protein (Fragment)	unreviewed	park2
A0A151M2I6	A0A151M2I6_ALLMI	E3 ubiquitin-protein ligase parkin isoform B	unreviewed	PARK2
A0A151M2E6	A0A151M2E6_ALLMI	E3 ubiquitin-protein ligase parkin isoform A	unreviewed	PARK2
H2SS28	H2SS28_TAKRU	E3 ubiquitin-protein ligase parkin (EC 6.3.2.-)	unreviewed	park2
H2SS25	H2SS25_TAKRU	E3 ubiquitin-protein ligase parkin (EC 6.3.2.-)	unreviewed	park2
H2SS26	H2SS26_TAKRU	Uncharacterized protein	unreviewed	park2
H2SS27	H2SS27_TAKRU	Uncharacterized protein	unreviewed	park2
